movieId,title,clean_title,genres,year,avg_rating,rating_count,tags
28,Persuasion (1995),Persuasion,Drama|Romance,1995,4.4,10,drama romance drama romance drama romance decade1990
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,4.19,35,adventure drama fantasy mystery scifi adventure drama fantasy mystery scifi adventure drama fantasy mystery scifi decade1990
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,1995,4.0,2,crime drama crime drama crime drama decade1990
31,Dangerous Minds (1995),Dangerous Minds,Drama,1995,3.6,29,drama drama drama decade1990
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twelve Monkeys (a.k.a. 12 Monkeys),Mystery|Sci-Fi|Thriller,1995,4.05,171,mystery scifi thriller mystery scifi thriller mystery scifi thriller decade1990
34,Babe (1995),Babe,Children|Drama,1995,4.03,104,children drama children drama children drama decade1990
36,Dead Man Walking (1995),Dead Man Walking,Crime|Drama,1995,4.01,63,crime drama crime drama crime drama decade1990
38,It Takes Two (1995),It Takes Two,Children|Comedy,1995,3.0,1,children comedy children comedy children comedy decade1990
39,Clueless (1995),Clueless,Comedy|Romance,1995,3.64,87,comedy romance comedy romance comedy romance decade1990
40,"Cry, the Beloved Country (1995)","Cry, the Beloved Country",Drama,1995,4.25,2,drama drama drama decade1990
41,Richard III (1995),Richard III,Drama|War,1995,3.79,14,drama war drama war drama war decade1990
42,Dead Presidents (1995),Dead Presidents,Action|Crime|Drama,1995,3.4,5,action crime drama action crime drama action crime drama decade1990
43,Restoration (1995),Restoration,Drama,1995,3.36,7,drama drama drama decade1990
44,Mortal Kombat (1995),Mortal Kombat,Action|Adventure|Fantasy,1995,3.5,22,action adventure fantasy action adventure fantasy action adventure fantasy decade1990
45,To Die For (1995),To Die For,Comedy|Drama|Thriller,1995,3.56,26,comedy drama thriller comedy drama thriller comedy drama thriller decade1990
46,How to Make an American Quilt (1995),How to Make an American Quilt,Drama|Romance,1995,3.64,11,drama romance drama romance drama romance decade1990
47,Seven (a.k.a. Se7en) (1995),Seven (a.k.a. Se7en),Mystery|Thriller,1995,4.13,191,mystery thriller mystery thriller mystery thriller decade1990
48,Pocahontas (1995),Pocahontas,Animation|Children|Drama|Musical|Romance,1995,3.61,52,animation children drama musical romance animation children drama musical romance animation children drama musical romance decade1990
49,When Night Is Falling (1995),When Night Is Falling,Drama|Romance,1995,3.0,1,drama romance drama romance drama romance decade1990
50,"Usual Suspects, The (1995)","Usual Suspects, The",Crime|Mystery|Thriller,1995,4.32,197,crime mystery thriller crime mystery thriller crime mystery thriller decade1990
52,Mighty Aphrodite (1995),Mighty Aphrodite,Comedy|Drama|Romance,1995,3.62,26,comedy drama romance comedy drama romance comedy drama romance decade1990
53,Lamerica (1994),Lamerica,Adventure|Drama,1994,5.0,2,adventure drama adventure drama adventure drama decade1990
54,"Big Green, The (1995)","Big Green, The",Children|Comedy,1995,4.0,1,children comedy children comedy children comedy decade1990
55,Georgia (1995),Georgia,Drama,1995,4.0,1,drama drama drama decade1990
57,Home for the Holidays (1995),Home for the Holidays,Drama,1995,3.33,6,drama drama drama decade1990
58,"Postman, The (Postino, Il) (1994)","Postman, The (Postino, Il)",Comedy|Drama|Romance,1994,4.21,34,comedy drama romance comedy drama romance comedy drama romance decade1990
60,"Indian in the Cupboard, The (1995)","Indian in the Cupboard, The",Adventure|Children|Fantasy,1995,3.67,26,adventure children fantasy adventure children fantasy adventure children fantasy decade1990
61,Eye for an Eye (1996),Eye for an Eye,Drama|Thriller,1996,4.0,5,drama thriller drama thriller drama thriller decade1990
62,Mr. Holland's Opus (1995),Mr. Holland's Opus,Drama,1995,3.97,70,drama drama drama decade1990
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996,3.3,5,comedy crime comedy crime comedy crime decade1990
64,Two if by Sea (1996),Two if by Sea,Comedy|Romance,1996,3.0,2,comedy romance comedy romance comedy romance decade1990
65,Bio-Dome (1996),Bio-Dome,Comedy,1996,3.32,17,comedy comedy comedy decade1990
66,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1996,3.17,6,action scifi thriller action scifi thriller action scifi thriller decade1990
68,French Twist (Gazon maudit) (1995),French Twist (Gazon maudit),Comedy|Romance,1995,3.75,4,comedy romance comedy romance comedy romance decade1990
69,Friday (1995),Friday,Comedy,1995,4.03,17,comedy comedy comedy decade1990
70,From Dusk Till Dawn (1996),From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996,3.92,44,action comedy horror thriller action comedy horror thriller action comedy horror thriller decade1990
71,Fair Game (1995),Fair Game,Action,1995,3.75,0,action action action decade1990
72,Kicking and Screaming (1995),Kicking and Screaming,Comedy|Drama,1995,3.9,5,comedy drama comedy drama comedy drama decade1990
73,"Misérables, Les (1995)","Misérables, Les",Drama|War,1995,3.68,11,drama war drama war drama war decade1990
74,Bed of Roses (1996),Bed of Roses,Drama|Romance,1996,4.0,8,drama romance drama romance drama romance decade1990
75,Big Bully (1996),Big Bully,Comedy|Drama,1996,3.0,3,comedy drama comedy drama comedy drama decade1990
76,Screamers (1995),Screamers,Action|Sci-Fi|Thriller,1995,3.95,11,action scifi thriller action scifi thriller action scifi thriller decade1990
77,Nico Icon (1995),Nico Icon,Documentary,1995,4.0,1,documentary documentary documentary decade1990
78,"Crossing Guard, The (1995)","Crossing Guard, The",Action|Crime|Drama|Thriller,1995,3.33,3,action crime drama thriller action crime drama thriller action crime drama thriller decade1990
79,"Juror, The (1996)","Juror, The",Drama|Thriller,1996,3.88,8,drama thriller drama thriller drama thriller decade1990
80,"White Balloon, The (Badkonake sefid) (1995)","White Balloon, The (Badkonake sefid)",Children|Drama,1995,4.0,2,children drama children drama children drama decade1990
81,Things to Do in Denver When You're Dead (1995),Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995,3.36,11,crime drama romance crime drama romance crime drama romance decade1990
82,Antonia's Line (Antonia) (1995),Antonia's Line (Antonia),Comedy|Drama,1995,4.58,6,comedy drama comedy drama comedy drama decade1990
83,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,Drama|Romance,1995,3.0,1,drama romance drama romance drama romance decade1990
85,Angels and Insects (1995),Angels and Insects,Drama|Romance,1995,4.33,6,drama romance drama romance drama romance decade1990
86,White Squall (1996),White Squall,Action|Adventure|Drama,1996,3.97,15,action adventure drama action adventure drama action adventure drama decade1990
87,Dunston Checks In (1996),Dunston Checks In,Children|Comedy,1996,3.0,5,children comedy children comedy children comedy decade1990
88,Black Sheep (1996),Black Sheep,Comedy,1996,3.77,11,comedy comedy comedy decade1990
89,Nick of Time (1995),Nick of Time,Action|Thriller,1995,3.64,7,action thriller action thriller action thriller decade1990
92,Mary Reilly (1996),Mary Reilly,Drama|Horror|Thriller,1996,3.5,4,drama horror thriller drama horror thriller drama horror thriller decade1990
93,Vampire in Brooklyn (1995),Vampire in Brooklyn,Comedy|Horror|Romance,1995,3.42,6,comedy horror romance comedy horror romance comedy horror romance decade1990
94,Beautiful Girls (1996),Beautiful Girls,Comedy|Drama|Romance,1996,3.95,10,comedy drama romance comedy drama romance comedy drama romance decade1990
95,Broken Arrow (1996),Broken Arrow,Action|Adventure|Thriller,1996,3.54,59,action adventure thriller action adventure thriller action adventure thriller decade1990
96,In the Bleak Midwinter (1995),In the Bleak Midwinter,Comedy|Drama,1995,3.5,1,comedy drama comedy drama comedy drama decade1990
97,"Hate (Haine, La) (1995)","Hate (Haine, La)",Crime|Drama,1995,3.9,10,crime drama crime drama crime drama decade1990
99,Heidi Fleiss: Hollywood Madam (1995),Heidi Fleiss: Hollywood Madam,Documentary,1995,5.0,2,documentary documentary documentary decade1990
100,City Hall (1996),City Hall,Drama|Thriller,1996,3.09,11,drama thriller drama thriller drama thriller decade1990
101,Bottle Rocket (1996),Bottle Rocket,Adventure|Comedy|Crime|Romance,1996,4.08,20,adventure comedy crime romance adventure comedy crime romance adventure comedy crime romance decade1990
102,Mr. Wrong (1996),Mr. Wrong,Comedy,1996,4.5,2,comedy comedy comedy decade1990
103,Unforgettable (1996),Unforgettable,Mystery|Sci-Fi|Thriller,1996,3.0,3,mystery scifi thriller mystery scifi thriller mystery scifi thriller decade1990
104,Happy Gilmore (1996),Happy Gilmore,Comedy,1996,3.78,81,comedy comedy comedy decade1990
105,"Bridges of Madison County, The (1995)","Bridges of Madison County, The",Drama|Romance,1995,3.5,20,drama romance drama romance drama romance decade1990
106,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994,4.0,1,comedy drama comedy drama comedy drama decade1990
107,Muppet Treasure Island (1996),Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996,3.54,23,adventure children comedy musical adventure children comedy musical adventure children comedy musical decade1990
108,Catwalk (1996),Catwalk,Documentary,1996,4.0,1,documentary documentary documentary decade1990
110,Braveheart (1995),Braveheart,Action|Drama|War,1995,4.23,218,action drama war action drama war action drama war decade1990
111,Taxi Driver (1976),Taxi Driver,Crime|Drama|Thriller,1976,4.19,100,crime drama thriller crime drama thriller crime drama thriller decade1970
112,Rumble in the Bronx (Hont faan kui) (1995),Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995,3.74,41,action adventure comedy crime action adventure comedy crime action adventure comedy crime decade1990
113,Before and After (1996),Before and After,Drama|Mystery,1996,3.33,3,drama mystery drama mystery drama mystery decade1990
116,Anne Frank Remembered (1995),Anne Frank Remembered,Documentary,1995,3.9,5,documentary documentary documentary decade1990
117,"Young Poisoner's Handbook, The (1995)","Young Poisoner's Handbook, The",Crime|Drama,1995,3.0,1,crime drama crime drama crime drama decade1990
118,If Lucy Fell (1996),If Lucy Fell,Comedy|Romance,1996,3.0,1,comedy romance comedy romance comedy romance decade1990
119,"Steal Big, Steal Little (1995)","Steal Big, Steal Little",Comedy,1995,3.0,2,comedy comedy comedy decade1990
121,"Boys of St. Vincent, The (1992)","Boys of St. Vincent, The",Drama,1992,4.0,2,drama drama drama decade1990
122,Boomerang (1992),Boomerang,Comedy|Romance,1992,3.17,9,comedy romance comedy romance comedy romance decade1990
123,Chungking Express (Chung Hing sam lam) (1994),Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994,4.38,4,drama mystery romance drama mystery romance drama mystery romance decade1990
125,Flirting With Disaster (1996),Flirting With Disaster,Comedy,1996,4.17,9,comedy comedy comedy decade1990
126,"NeverEnding Story III, The (1994)","NeverEnding Story III, The",Adventure|Children|Fantasy,1994,3.0,2,adventure children fantasy adventure children fantasy adventure children fantasy decade1990
128,Jupiter's Wife (1994),Jupiter's Wife,Documentary,1994,3.0,1,documentary documentary documentary decade1990
129,Pie in the Sky (1996),Pie in the Sky,Comedy|Romance,1996,3.75,0,comedy romance comedy romance comedy romance decade1990
132,Jade (1995),Jade,Thriller,1995,3.25,4,thriller thriller thriller decade1990
135,Down Periscope (1996),Down Periscope,Comedy,1996,3.46,23,comedy comedy comedy decade1990
137,Man of the Year (1995),Man of the Year,Documentary,1995,3.0,1,documentary documentary documentary decade1990
140,Up Close and Personal (1996),Up Close and Personal,Drama|Romance,1996,3.57,15,drama romance drama romance drama romance decade1990
141,"Birdcage, The (1996)","Birdcage, The",Comedy,1996,3.67,78,comedy comedy comedy decade1990
144,"Brothers McMullen, The (1995)","Brothers McMullen, The",Comedy,1995,3.72,9,comedy comedy comedy decade1990
145,Bad Boys (1995),Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,3.55,42,action comedy crime drama thriller action comedy crime drama thriller action comedy crime drama thriller decade1990
146,"Amazing Panda Adventure, The (1995)","Amazing Panda Adventure, The",Adventure|Children,1995,3.33,3,adventure children adventure children adventure children decade1990
147,"Basketball Diaries, The (1995)","Basketball Diaries, The",Drama,1995,3.86,11,drama drama drama decade1990
148,"Awfully Big Adventure, An (1995)","Awfully Big Adventure, An",Drama,1995,5.0,1,drama drama drama decade1990
149,Amateur (1994),Amateur,Crime|Drama|Thriller,1994,3.75,0,crime drama thriller crime drama thriller crime drama thriller decade1990
150,Apollo 13 (1995),Apollo 13,Adventure|Drama|IMAX,1995,4.0,185,adventure drama imax adventure drama imax adventure drama imax decade1990
151,Rob Roy (1995),Rob Roy,Action|Drama|Romance|War,1995,3.77,39,action drama romance war action drama romance war action drama romance war decade1990
152,"Addiction, The (1995)","Addiction, The",Drama|Horror,1995,3.75,0,drama horror drama horror drama horror decade1990
153,Batman Forever (1995),Batman Forever,Action|Adventure|Comedy|Crime,1995,3.36,96,action adventure comedy crime action adventure comedy crime action adventure comedy crime decade1990
154,Beauty of the Day (Belle de jour) (1967),Beauty of the Day (Belle de jour),Drama,1967,3.88,12,drama drama drama decade1960
155,Beyond Rangoon (1995),Beyond Rangoon,Adventure|Drama|War,1995,4.0,2,adventure drama war adventure drama war adventure drama war decade1990
156,Blue in the Face (1995),Blue in the Face,Comedy|Drama,1995,4.0,2,comedy drama comedy drama comedy drama decade1990
157,Canadian Bacon (1995),Canadian Bacon,Comedy|War,1995,3.67,6,comedy war comedy war comedy war decade1990
158,Casper (1995),Casper,Adventure|Children,1995,3.48,40,adventure children adventure children adventure children decade1990
159,Clockers (1995),Clockers,Crime|Drama|Mystery,1995,3.44,9,crime drama mystery crime drama mystery crime drama mystery decade1990
160,Congo (1995),Congo,Action|Adventure|Mystery|Sci-Fi,1995,3.51,35,action adventure mystery scifi action adventure mystery scifi action adventure mystery scifi decade1990
161,Crimson Tide (1995),Crimson Tide,Drama|Thriller|War,1995,3.81,94,drama thriller war drama thriller war drama thriller war decade1990
162,Crumb (1994),Crumb,Documentary,1994,4.21,17,documentary documentary documentary decade1990
163,Desperado (1995),Desperado,Action|Romance|Western,1995,3.79,59,action romance western action romance western action romance western decade1990
164,Devil in a Blue Dress (1995),Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,3.5,12,crime filmnoir mystery thriller crime filmnoir mystery thriller crime filmnoir mystery thriller decade1990
165,Die Hard: With a Vengeance (1995),Die Hard: With a Vengeance,Action|Crime|Thriller,1995,3.77,127,action crime thriller action crime thriller action crime thriller decade1990
166,"Doom Generation, The (1995)","Doom Generation, The",Comedy|Crime|Drama,1995,3.5,2,comedy crime drama comedy crime drama comedy crime drama decade1990
168,First Knight (1995),First Knight,Action|Drama|Romance,1995,3.83,36,action drama romance action drama romance action drama romance decade1990
169,Free Willy 2: The Adventure Home (1995),Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,3.08,6,adventure children drama adventure children drama adventure children drama decade1990
170,Hackers (1995),Hackers,Action|Adventure|Crime|Thriller,1995,3.56,27,action adventure crime thriller action adventure crime thriller action adventure crime thriller decade1990
171,Jeffrey (1995),Jeffrey,Comedy|Drama,1995,3.83,6,comedy drama comedy drama comedy drama decade1990
172,Johnny Mnemonic (1995),Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,3.52,28,action scifi thriller action scifi thriller action scifi thriller decade1990
173,Judge Dredd (1995),Judge Dredd,Action|Crime|Sci-Fi,1995,3.38,36,action crime scifi action crime scifi action crime scifi decade1990
174,Jury Duty (1995),Jury Duty,Comedy,1995,3.9,5,comedy comedy comedy decade1990
175,Kids (1995),Kids,Drama,1995,4.05,19,drama drama drama decade1990
176,Living in Oblivion (1995),Living in Oblivion,Comedy,1995,4.31,13,comedy comedy comedy decade1990
177,Lord of Illusions (1995),Lord of Illusions,Horror,1995,3.33,6,horror horror horror decade1990
178,Love & Human Remains (1993),Love & Human Remains,Comedy|Drama,1993,3.75,0,comedy drama comedy drama comedy drama decade1990
179,Mad Love (1995),Mad Love,Drama|Romance,1995,3.75,0,drama romance drama romance drama romance decade1990
180,Mallrats (1995),Mallrats,Comedy|Romance,1995,3.8,28,comedy romance comedy romance comedy romance decade1990
181,Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers: The Movie,Action|Children,1995,3.31,8,action children action children action children decade1990
183,Mute Witness (1994),Mute Witness,Comedy|Horror|Thriller,1994,3.5,2,comedy horror thriller comedy horror thriller comedy horror thriller decade1990
184,Nadja (1994),Nadja,Drama,1994,3.5,2,drama drama drama decade1990
185,"Net, The (1995)","Net, The",Action|Crime|Thriller,1995,3.52,82,action crime thriller action crime thriller action crime thriller decade1990
186,Nine Months (1995),Nine Months,Comedy|Romance,1995,3.39,33,comedy romance comedy romance comedy romance decade1990
187,Party Girl (1995),Party Girl,Comedy,1995,4.12,4,comedy comedy comedy decade1990
188,"Prophecy, The (1995)","Prophecy, The",Fantasy|Horror|Mystery,1995,3.89,9,fantasy horror mystery fantasy horror mystery fantasy horror mystery decade1990
189,Reckless (1995),Reckless,Comedy|Fantasy,1995,3.0,1,comedy fantasy comedy fantasy comedy fantasy decade1990
190,Safe (1995),Safe,Thriller,1995,3.67,3,thriller thriller thriller decade1990
191,"Scarlet Letter, The (1995)","Scarlet Letter, The",Drama|Romance,1995,4.0,2,drama romance drama romance drama romance decade1990
193,Showgirls (1995),Showgirls,Drama,1995,3.35,17,drama drama drama decade1990
194,Smoke (1995),Smoke,Comedy|Drama,1995,4.18,14,comedy drama comedy drama comedy drama decade1990
195,Something to Talk About (1995),Something to Talk About,Comedy|Drama|Romance,1995,4.0,6,comedy drama romance comedy drama romance comedy drama romance decade1990
196,Species (1995),Species,Horror|Sci-Fi,1995,3.28,27,horror scifi horror scifi horror scifi decade1990
198,Strange Days (1995),Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,3.59,22,action crime drama mystery scifi thriller action crime drama mystery scifi thriller action crime drama mystery scifi thriller decade1990
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964,4.12,4,drama musical romance drama musical romance drama musical romance decade1960
201,Three Wishes (1995),Three Wishes,Drama|Fantasy,1995,3.0,1,drama fantasy drama fantasy drama fantasy decade1990
202,Total Eclipse (1995),Total Eclipse,Drama|Romance,1995,3.0,1,drama romance drama romance drama romance decade1990
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,3.58,19,comedy comedy comedy decade1990
204,Under Siege 2: Dark Territory (1995),Under Siege 2: Dark Territory,Action,1995,3.45,19,action action action decade1990
205,Unstrung Heroes (1995),Unstrung Heroes,Comedy|Drama,1995,3.31,8,comedy drama comedy drama comedy drama decade1990
206,Unzipped (1995),Unzipped,Documentary,1995,4.0,1,documentary documentary documentary decade1990
207,"Walk in the Clouds, A (1995)","Walk in the Clouds, A",Drama|Romance,1995,3.88,16,drama romance drama romance drama romance decade1990
208,Waterworld (1995),Waterworld,Action|Adventure|Sci-Fi,1995,3.49,74,action adventure scifi action adventure scifi action adventure scifi decade1990
209,White Man's Burden (1995),White Man's Burden,Drama,1995,3.5,2,drama drama drama decade1990
210,Wild Bill (1995),Wild Bill,Western,1995,3.33,3,western western western decade1990
211,"Browning Version, The (1994)","Browning Version, The",Drama,1994,3.5,2,drama drama drama decade1990
212,Bushwhacked (1995),Bushwhacked,Adventure|Comedy|Crime|Mystery,1995,3.75,2,adventure comedy crime mystery adventure comedy crime mystery adventure comedy crime mystery decade1990
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Burnt by the Sun (Utomlyonnye solntsem),Drama,1994,4.5,5,drama drama drama decade1990
214,Before the Rain (Pred dozhdot) (1994),Before the Rain (Pred dozhdot),Drama|War,1994,4.0,2,drama war drama war drama war decade1990
215,Before Sunrise (1995),Before Sunrise,Drama|Romance,1995,4.27,22,drama romance drama romance drama romance decade1990
216,Billy Madison (1995),Billy Madison,Comedy,1995,3.75,38,comedy comedy comedy decade1990
217,"Babysitter, The (1995)","Babysitter, The",Drama|Thriller,1995,4.0,2,drama thriller drama thriller drama thriller decade1990
218,Boys on the Side (1995),Boys on the Side,Comedy|Drama,1995,3.82,11,comedy drama comedy drama comedy drama decade1990
219,"Cure, The (1995)","Cure, The",Drama,1995,3.0,1,drama drama drama decade1990
220,Castle Freak (1995),Castle Freak,Horror,1995,3.0,1,horror horror horror decade1990
222,Circle of Friends (1995),Circle of Friends,Drama|Romance,1995,4.14,14,drama romance drama romance drama romance decade1990
223,Clerks (1994),Clerks,Comedy,1994,4.07,94,comedy comedy comedy decade1990
224,Don Juan DeMarco (1995),Don Juan DeMarco,Comedy|Drama|Romance,1995,3.68,39,comedy drama romance comedy drama romance comedy drama romance decade1990
225,Disclosure (1994),Disclosure,Drama|Thriller,1994,3.66,48,drama thriller drama thriller drama thriller decade1990
227,Drop Zone (1994),Drop Zone,Action|Thriller,1994,3.38,16,action thriller action thriller action thriller decade1990
228,Destiny Turns on the Radio (1995),Destiny Turns on the Radio,Comedy,1995,3.0,2,comedy comedy comedy decade1990
229,Death and the Maiden (1994),Death and the Maiden,Drama|Thriller,1994,3.58,6,drama thriller drama thriller drama thriller decade1990
230,Dolores Claiborne (1995),Dolores Claiborne,Drama|Thriller,1995,3.55,21,drama thriller drama thriller drama thriller decade1990
231,Dumb & Dumber (Dumb and Dumber) (1994),Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994,3.69,88,adventure comedy adventure comedy adventure comedy decade1990
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994,4.45,11,comedy drama romance comedy drama romance comedy drama romance decade1990
233,Exotica (1994),Exotica,Drama,1994,3.5,12,drama drama drama decade1990
234,Exit to Eden (1994),Exit to Eden,Comedy,1994,3.33,9,comedy comedy comedy decade1990
235,Ed Wood (1994),Ed Wood,Comedy|Drama,1994,3.91,62,comedy drama comedy drama comedy drama decade1990
236,French Kiss (1995),French Kiss,Action|Comedy|Romance,1995,3.68,40,action comedy romance action comedy romance action comedy romance decade1990
237,Forget Paris (1995),Forget Paris,Comedy|Romance,1995,3.66,19,comedy romance comedy romance comedy romance decade1990
238,Far From Home: The Adventures of Yellow Dog (1995),Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995,4.0,2,adventure children adventure children adventure children decade1990
239,"Goofy Movie, A (1995)","Goofy Movie, A",Animation|Children|Comedy|Romance,1995,3.46,13,animation children comedy romance animation children comedy romance animation children comedy romance decade1990
240,Hideaway (1995),Hideaway,Thriller,1995,3.0,2,thriller thriller thriller decade1990
241,Fluke (1995),Fluke,Children|Drama,1995,4.0,1,children drama children drama children drama decade1990
242,Farinelli: il castrato (1994),Farinelli: il castrato,Drama|Musical,1994,4.0,4,drama musical drama musical drama musical decade1990
243,Gordy (1995),Gordy,Children|Comedy|Fantasy,1995,3.0,1,children comedy fantasy children comedy fantasy children comedy fantasy decade1990
246,Hoop Dreams (1994),Hoop Dreams,Documentary,1994,4.29,29,documentary documentary documentary decade1990
247,Heavenly Creatures (1994),Heavenly Creatures,Crime|Drama,1994,4.0,20,crime drama crime drama crime drama decade1990
248,Houseguest (1994),Houseguest,Comedy,1994,3.58,13,comedy comedy comedy decade1990
249,Immortal Beloved (1994),Immortal Beloved,Drama|Romance,1994,3.94,16,drama romance drama romance drama romance decade1990
250,Heavyweights (Heavy Weights) (1995),Heavyweights (Heavy Weights),Children|Comedy,1995,3.33,3,children comedy children comedy children comedy decade1990
251,"Hunted, The (1995)","Hunted, The",Action,1995,3.25,2,action action action decade1990
252,I.Q. (1994),I.Q.,Comedy|Romance,1994,3.72,36,comedy romance comedy romance comedy romance decade1990
253,Interview with the Vampire: The Vampire Chronicles (1994),Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,3.74,96,drama horror drama horror drama horror decade1990
254,Jefferson in Paris (1995),Jefferson in Paris,Drama,1995,3.0,1,drama drama drama decade1990
255,"Jerky Boys, The (1995)","Jerky Boys, The",Comedy,1995,4.0,2,comedy comedy comedy decade1990
256,Junior (1994),Junior,Comedy|Sci-Fi,1994,3.43,23,comedy scifi comedy scifi comedy scifi decade1990
257,Just Cause (1995),Just Cause,Mystery|Thriller,1995,3.62,13,mystery thriller mystery thriller mystery thriller decade1990
